연번,업체명,주소,대표전화,시설분류,취급가스물질,CAS번호,허가량,법정기준일,관할지사
2176,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,345.93Ton,19961223,울산본부
2177,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,165.17Ton,19961223,울산본부
2178,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,182.16Ton,19961223,울산본부
2179,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,21.28Ton/day,19961223,울산본부
2180,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,29.8Ton,19961223,울산본부
2181,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,263.12Ton/day,19961223,울산본부
2182,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,트리메틸아민(TMA),75-50-3,113.94Ton/day,19961223,울산본부
2183,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,냉동제조,암모니아,7664-41-7,1134.7RT,20230802,울산본부
2184,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,193.68Ton/day,19990504,울산본부
2185,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,7.5Ton/day,20010214,울산본부
2186,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,2Ton/day,20010214,울산본부
2187,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,트리메틸아민(TMA),75-50-3,149.65Ton/day,20011208,울산본부
2188,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,10.67Ton/day,20030829,울산본부
2189,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,2.92Ton/day,20030829,울산본부
2190,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,97.84Ton,20030829,울산본부
2191,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,39.1Ton,20030829,울산본부
2192,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,97.84Ton,20030829,울산본부
2193,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,313.92Ton/day,20030820,울산본부
2194,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,110Ton/day,20030827,울산본부
2195,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,58.88Ton/day,20031226,울산본부
2196,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,트리메틸아민(TMA),75-50-3,60Ton/day,20031226,울산본부
2197,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,암모니아,7664-41-7,37.36Ton/day,20031226,울산본부
2198,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,디메틸아민(DMA),124-40-3,10Ton/day,20060317,울산본부
2199,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,2.5Ton/day,20060317,울산본부
2200,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,19.656Ton/day,20091210,울산본부
2201,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,89.18Ton,20110915,울산본부
2202,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,14.286Ton/day,20110915,울산본부
2203,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,9.22Ton/day,20120828,울산본부
2204,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,236.1Ton/day,20130815,울산본부
2205,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,290.45Ton/day,20130820,울산본부
2206,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,.072Ton/day,20151120,울산본부
2207,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,산화에틸렌,75-21-8,18.4Ton/day,20181024,울산본부
2208,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,35.67Ton/day,20210203,울산본부
2209,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염화메탄,74-87-3,100Ton/day,20210316,울산본부
2210,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동190),0522706851,특정제조,염소,7782-50-5,.504Ton/day,20210305,울산본부
2211,한화솔루션(주)울산1공장,울산광역시 남구 상개로 141,0527291258,특정제조,염화수소,7647-01-0,343.2Ton/day,19960909,울산본부
2212,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,180RT,20200528,울산본부
2213,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,184RT,20200528,울산본부
2214,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,281.6RT,20120227,울산본부
2215,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,33.21RT,20160104,울산본부
2216,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,635.06RT,20160104,울산본부
2217,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,67.38RT,20160104,울산본부
2218,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,497.1RT,20230622,울산본부
2219,(주)동광화학온산공장,울산광역시 울주군 온산읍 산암로 53,0522389315,냉동제조,암모니아,7664-41-7,497.1RT,20230622,울산본부
2220,동해가스산업(주),울산광역시 남구 산업로 428,0522603311,일반판매,염소,7782-50-5,0,19961104,울산본부
2221,동해가스산업(주),울산광역시 남구 산업로 428,0522603311,일반판매,암모니아,7664-41-7,0,19961104,울산본부
2222,(주)한솔케미칼울산공장,울산광역시 남구 납도로 116,0522598000,일반저장,아황산가스,7446-09-5,20Ton,20050421,울산본부
2223,(주)한솔케미칼울산공장,울산광역시 남구 납도로 116,0522598000,특고사용,암모니아,7664-41-7,110㎏,20160303,울산본부
2224,(주)한솔케미칼울산공장,울산광역시 남구 납도로 116,0522598000,특고사용,암모니아,7664-41-7,110㎏,20160818,울산본부
2225,경남냉동,울산광역시 남구 산업로 432 경남냉동,0522577200,냉동제조,암모니아,7664-41-7,119.76RT,19960701,울산본부
2226,썬케미칼코리아(주),울산광역시 남구 장생포로 196 (여천동) 196,0522290315,냉동제조,암모니아,7664-41-7,230.5RT,19961128,울산본부
2227,썬케미칼코리아(주),울산광역시 남구 장생포로 196 (여천동) 196,0522290315,냉동제조,암모니아,7664-41-7,41.7RT,20110421,울산본부
2228,고려아연(주)온산제련소,울산광역시 울주군 온산읍 이진로 139,0522316033,특고사용,염소,7782-50-5,200㎏,20060529,울산본부
2229,고려아연(주)온산제련소,울산광역시 울주군 온산읍 이진로 139,0522316033,특고사용,염소,7782-50-5,400㎏,20091202,울산본부
2230,고려아연(주)온산제련소,울산광역시 울주군 온산읍 이진로 139,0522316033,특고사용,염소,7782-50-5,400㎏,20100128,울산본부
2231,고려아연(주)온산제련소,울산광역시 울주군 온산읍 이진로 139,0522316033,특고사용,염소,7782-50-5,100㎏,20161110,울산본부
2232,고려아연(주)온산제련소,울산광역시 울주군 온산읍 이진로 139,0522316033,특고사용,염소,7782-50-5,420㎏,20170712,울산본부
2233,케이오씨(주),울산광역시 울주군 온산읍 이진로 67-34,0522401251,일반저장,암모니아,7664-41-7,56.959Ton,19901017,울산본부
2234,(주)제이엠씨,울산광역시 울주군 온산읍 이진로 71,0522796708,냉동제조,암모니아,7664-41-7,1130.58RT,19960825,울산본부
2235,동우에이치에스티(주),울산광역시 울주군 상북면 양등농공길 83,0522644590,특고사용,암모니아,7664-41-7,900㎏,19990327,울산본부
2236,동우에이치에스티(주),울산광역시 울주군 상북면 양등농공길 83,0522644590,특고사용,암모니아,7664-41-7,338.7㎏,20160203,울산본부
2237,롯데이네오스화학(주),울산광역시 울주군 청량면 상개로 63-15 (상남리),0522791192,특정제조,일산화탄소,630-08-0,775414N㎥/day,19960401,울산본부
2238,롯데이네오스화학(주),울산광역시 울주군 청량면 상개로 63-15 (상남리),0522791192,특정제조,일산화탄소,630-08-0,736536N㎥/day,19960401,울산본부
2239,롯데이네오스화학(주),울산광역시 울주군 청량면 상개로 63-15 (상남리),0522791192,특정제조,일산화탄소,630-08-0,653622.372N㎥/day,19970726,울산본부
2240,롯데이네오스화학(주),울산광역시 울주군 청량면 상개로 63-15 (상남리),0522791192,특정제조,일산화탄소,630-08-0,588731.6N㎥/day,20240505,울산본부
2241,금호석유화학(주)울산수지공장,울산광역시 남구 처용로 260-257 (성암동),0522798678,특정제조,산화에틸렌,75-21-8,54.162Ton/day,19961210,울산본부
2242,금호석유화학(주)울산수지공장,울산광역시 남구 처용로 260-257 (성암동),0522798678,특정제조,산화에틸렌,75-21-8,104Ton,19961210,울산본부
2243,금호석유화학(주)울산수지공장,울산광역시 남구 처용로 260-257 (성암동),0522798678,특정제조,산화에틸렌,75-21-8,106.176Ton,19961210,울산본부
2244,금호석유화학(주)울산수지공장,울산광역시 남구 처용로 260-257 (성암동),0522798678,냉동제조,암모니아,7664-41-7,2160RT,,울산본부
2245,울산대학교,울산광역시 남구 대학로 93 울산대학교,0522592981,특고사용,암모니아,7664-41-7,56.5㎏,20231208,울산본부
2246,한국유미코아촉매 유한책임회사,울산광역시 울주군 온산읍 화산리 876,0522318169,특고사용,염소,7782-50-5,290㎏,20150310,울산본부
2247,엘에스엠앤엠(주),울산광역시 울주군 온산읍 산암로 148,,일반제조,아황산가스,7446-09-5,58.5Ton/day,19961202,울산본부
2248,엘에스엠앤엠(주),울산광역시 울주군 온산읍 산암로 148,,일반제조,아황산가스,7446-09-5,399.72Ton,19961202,울산본부
2249,엘에스엠앤엠(주),울산광역시 울주군 온산읍 산암로 148,,일반저장,아황산가스,7446-09-5,4Ton,20140717,울산본부
2250,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,염소,7782-50-5,.985Ton,19960719,울산본부
2251,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,오불화인,7647-19-0,5.97Ton/day,20100407,울산본부
2252,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,염소,7782-50-5,1.37Ton/day,20100407,울산본부
2253,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,불화수소,7664-39-3,.99Ton/day,20100407,울산본부
2254,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,불화수소,7664-39-3,2.52Ton/day,20111206,울산본부
2255,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,오불화인,7647-19-0,7.77Ton/day,20111206,울산본부
2256,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,염소,7782-50-5,16Ton/day,20111206,울산본부
2257,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,염소,7782-50-5,6Ton,20111206,울산본부
2258,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반저장,삼불화붕소,7637-07-2,241.2㎥,20140304,울산본부
2259,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,염소,7782-50-5,4.159Ton/day,20240509,울산본부
2260,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,오불화인,7647-19-0,1313.706N㎥/day,20240509,울산본부
2261,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,불화수소,7664-39-3,5.879Ton/day,20240509,울산본부
2262,(주)후성,울산광역시 남구 장생포로 336 (매암동),0522088223,일반제조,불소,7782-41-4,181.92N㎥/day,20230920,울산본부
